n_train_data.name	class	sid	corpus_id	gender	acted	arousal	valence featfile
./wav/enterface/ENT_s02/s2_di_2_R.wav	4	1	2	0	1	0	0	./feat/RAW//s2_di_2_R.wav.csv
./wav/enterface/ENT_s02/s2_di_3_R.wav	4	1	2	0	1	0	0	./feat/RAW//s2_di_3_R.wav.csv
./wav/enterface/ENT_s02/s2_di_4_R.wav	4	1	2	0	1	0	0	./feat/RAW//s2_di_4_R.wav.csv
./wav/enterface/ENT_s02/s2_di_5_R.wav	4	1	2	0	1	0	0	./feat/RAW//s2_di_5_R.wav.csv
./wav/enterface/ENT_s03/s3_di_1_R.wav	4	2	2	0	1	0	0	./feat/RAW//s3_di_1_R.wav.csv
./wav/enterface/ENT_s03/s3_di_2_R.wav	4	2	2	0	1	0	0	./feat/RAW//s3_di_2_R.wav.csv
./wav/enterface/ENT_s03/s3_di_3_R.wav	4	2	2	0	1	0	0	./feat/RAW//s3_di_3_R.wav.csv
./wav/enterface/ENT_s03/s3_di_4_R.wav	4	2	2	0	1	0	0	./feat/RAW//s3_di_4_R.wav.csv
./wav/enterface/ENT_s03/s3_di_5_R.wav	4	2	2	0	1	0	0	./feat/RAW//s3_di_5_R.wav.csv
./wav/enterface/ENT_s04/s4_di_1_R.wav	4	3	2	1	1	0	0	./feat/RAW//s4_di_1_R.wav.csv
./wav/enterface/ENT_s04/s4_di_2_R.wav	4	3	2	1	1	0	0	./feat/RAW//s4_di_2_R.wav.csv
./wav/enterface/ENT_s04/s4_di_3_R.wav	4	3	2	1	1	0	0	./feat/RAW//s4_di_3_R.wav.csv
./wav/enterface/ENT_s04/s4_di_4_R.wav	4	3	2	1	1	0	0	./feat/RAW//s4_di_4_R.wav.csv
./wav/enterface/ENT_s04/s4_di_5_R.wav	4	3	2	1	1	0	0	./feat/RAW//s4_di_5_R.wav.csv
./wav/enterface/ENT_s05/s5_di_1_R.wav	4	4	2	1	1	0	0	./feat/RAW//s5_di_1_R.wav.csv
./wav/enterface/ENT_s05/s5_di_2_R.wav	4	4	2	1	1	0	0	./feat/RAW//s5_di_2_R.wav.csv
./wav/enterface/ENT_s05/s5_di_3_R.wav	4	4	2	1	1	0	0	./feat/RAW//s5_di_3_R.wav.csv
./wav/enterface/ENT_s05/s5_di_4_R.wav	4	4	2	1	1	0	0	./feat/RAW//s5_di_4_R.wav.csv
./wav/enterface/ENT_s05/s5_di_5_R.wav	4	4	2	1	1	0	0	./feat/RAW//s5_di_5_R.wav.csv
./wav/enterface/ENT_s06/s6_di_R.wav	4	5	2	0	1	0	0	./feat/RAW//s6_di_R.wav.csv
./wav/enterface/ENT_s07/s7_di_1_R.wav	4	6	2	1	1	0	0	./feat/RAW//s7_di_1_R.wav.csv
./wav/enterface/ENT_s07/s7_di_2_R.wav	4	6	2	1	1	0	0	./feat/RAW//s7_di_2_R.wav.csv
./wav/enterface/ENT_s07/s7_di_3_R.wav	4	6	2	1	1	0	0	./feat/RAW//s7_di_3_R.wav.csv
./wav/enterface/ENT_s07/s7_di_4_R.wav	4	6	2	1	1	0	0	./feat/RAW//s7_di_4_R.wav.csv
./wav/enterface/ENT_s07/s7_di_5_R.wav	4	6	2	1	1	0	0	./feat/RAW//s7_di_5_R.wav.csv
./wav/enterface/ENT_s08/s8_di_1_R.wav	4	7	2	0	1	0	0	./feat/RAW//s8_di_1_R.wav.csv
./wav/enterface/ENT_s08/s8_di_2_R.wav	4	7	2	0	1	0	0	./feat/RAW//s8_di_2_R.wav.csv
./wav/enterface/ENT_s08/s8_di_3_R.wav	4	7	2	0	1	0	0	./feat/RAW//s8_di_3_R.wav.csv
./wav/enterface/ENT_s08/s8_di_4_R.wav	4	7	2	0	1	0	0	./feat/RAW//s8_di_4_R.wav.csv
./wav/enterface/ENT_s08/s8_di_5_R.wav	4	7	2	0	1	0	0	./feat/RAW//s8_di_5_R.wav.csv
./wav/enterface/ENT_s09/s9_di_1_R.wav	4	8	2	0	1	0	0	./feat/RAW//s9_di_1_R.wav.csv
./wav/enterface/ENT_s09/s9_di_2_R.wav	4	8	2	0	1	0	0	./feat/RAW//s9_di_2_R.wav.csv
./wav/enterface/ENT_s09/s9_di_3_R.wav	4	8	2	0	1	0	0	./feat/RAW//s9_di_3_R.wav.csv
./wav/enterface/ENT_s09/s9_di_4_R.wav	4	8	2	0	1	0	0	./feat/RAW//s9_di_4_R.wav.csv
./wav/enterface/ENT_s09/s9_di_5_R.wav	4	8	2	0	1	0	0	./feat/RAW//s9_di_5_R.wav.csv
./wav/enterface/ENT_s10/s10_di_1_R.wav	4	9	2	0	1	0	0	./feat/RAW//s10_di_1_R.wav.csv
./wav/enterface/ENT_s10/s10_di_2_R.wav	4	9	2	0	1	0	0	./feat/RAW//s10_di_2_R.wav.csv
./wav/enterface/ENT_s10/s10_di_3_R.wav	4	9	2	0	1	0	0	./feat/RAW//s10_di_3_R.wav.csv
./wav/enterface/ENT_s10/s10_di_4_R.wav	4	9	2	0	1	0	0	./feat/RAW//s10_di_4_R.wav.csv
./wav/enterface/ENT_s10/s10_di_5_R.wav	4	9	2	0	1	0	0	./feat/RAW//s10_di_5_R.wav.csv
./wav/enterface/ENT_s12/s12_di_1_R.wav	4	10	2	1	1	0	0	./feat/RAW//s12_di_1_R.wav.csv
./wav/enterface/ENT_s12/s12_di_2_R.wav	4	10	2	1	1	0	0	./feat/RAW//s12_di_2_R.wav.csv
./wav/enterface/ENT_s12/s12_di_3_R.wav	4	10	2	1	1	0	0	./feat/RAW//s12_di_3_R.wav.csv
./wav/enterface/ENT_s12/s12_di_4_R.wav	4	10	2	1	1	0	0	./feat/RAW//s12_di_4_R.wav.csv
./wav/enterface/ENT_s12/s12_di_5_R.wav	4	10	2	1	1	0	0	./feat/RAW//s12_di_5_R.wav.csv
./wav/enterface/ENT_s13/s13_di_1_R.wav	4	11	2	0	1	0	0	./feat/RAW//s13_di_1_R.wav.csv
./wav/enterface/ENT_s13/s13_di_2_R.wav	4	11	2	0	1	0	0	./feat/RAW//s13_di_2_R.wav.csv
./wav/enterface/ENT_s13/s13_di_3_R.wav	4	11	2	0	1	0	0	./feat/RAW//s13_di_3_R.wav.csv
./wav/enterface/ENT_s13/s13_di_4_R.wav	4	11	2	0	1	0	0	./feat/RAW//s13_di_4_R.wav.csv
./wav/enterface/ENT_s13/s13_di_5_R.wav	4	11	2	0	1	0	0	./feat/RAW//s13_di_5_R.wav.csv
./wav/enterface/ENT_s14/s14_di_1_R.wav	4	12	2	0	1	0	0	./feat/RAW//s14_di_1_R.wav.csv
./wav/enterface/ENT_s14/s14_di_2_R.wav	4	12	2	0	1	0	0	./feat/RAW//s14_di_2_R.wav.csv
./wav/enterface/ENT_s14/s14_di_3_R.wav	4	12	2	0	1	0	0	./feat/RAW//s14_di_3_R.wav.csv
./wav/enterface/ENT_s14/s14_di_4_R.wav	4	12	2	0	1	0	0	./feat/RAW//s14_di_4_R.wav.csv
./wav/enterface/ENT_s14/s14_di_5_R.wav	4	12	2	0	1	0	0	./feat/RAW//s14_di_5_R.wav.csv
./wav/enterface/ENT_s15/s15_di_1_R.wav	4	13	2	0	1	0	0	./feat/RAW//s15_di_1_R.wav.csv
./wav/enterface/ENT_s15/s15_di_2_R.wav	4	13	2	0	1	0	0	./feat/RAW//s15_di_2_R.wav.csv
./wav/enterface/ENT_s15/s15_di_3_R.wav	4	13	2	0	1	0	0	./feat/RAW//s15_di_3_R.wav.csv
./wav/enterface/ENT_s15/s15_di_4_R.wav	4	13	2	0	1	0	0	./feat/RAW//s15_di_4_R.wav.csv
./wav/enterface/ENT_s15/s15_di_5_R.wav	4	13	2	0	1	0	0	./feat/RAW//s15_di_5_R.wav.csv
./wav/enterface/ENT_s16/s16_di_1_R.wav	4	14	2	0	1	0	0	./feat/RAW//s16_di_1_R.wav.csv
./wav/enterface/ENT_s16/s16_di_2_R.wav	4	14	2	0	1	0	0	./feat/RAW//s16_di_2_R.wav.csv
./wav/enterface/ENT_s16/s16_di_3_R.wav	4	14	2	0	1	0	0	./feat/RAW//s16_di_3_R.wav.csv
./wav/enterface/ENT_s16/s16_di_4_R.wav	4	14	2	0	1	0	0	./feat/RAW//s16_di_4_R.wav.csv
./wav/enterface/ENT_s16/s16_di_5_R.wav	4	14	2	0	1	0	0	./feat/RAW//s16_di_5_R.wav.csv
./wav/enterface/ENT_s17/s17_di_1_R.wav	4	15	2	0	1	0	0	./feat/RAW//s17_di_1_R.wav.csv
./wav/enterface/ENT_s17/s17_di_2_R.wav	4	15	2	0	1	0	0	./feat/RAW//s17_di_2_R.wav.csv
./wav/enterface/ENT_s17/s17_di_3_R.wav	4	15	2	0	1	0	0	./feat/RAW//s17_di_3_R.wav.csv
./wav/enterface/ENT_s17/s17_di_4_R.wav	4	15	2	0	1	0	0	./feat/RAW//s17_di_4_R.wav.csv
./wav/enterface/ENT_s17/s17_di_5_R.wav	4	15	2	0	1	0	0	./feat/RAW//s17_di_5_R.wav.csv
./wav/enterface/ENT_s18/s18_di_1_R.wav	4	16	2	0	1	0	0	./feat/RAW//s18_di_1_R.wav.csv
./wav/enterface/ENT_s18/s18_di_2_R.wav	4	16	2	0	1	0	0	./feat/RAW//s18_di_2_R.wav.csv
./wav/enterface/ENT_s18/s18_di_3_R.wav	4	16	2	0	1	0	0	./feat/RAW//s18_di_3_R.wav.csv
./wav/enterface/ENT_s18/s18_di_4_R.wav	4	16	2	0	1	0	0	./feat/RAW//s18_di_4_R.wav.csv
./wav/enterface/ENT_s18/s18_di_5_R.wav	4	16	2	0	1	0	0	./feat/RAW//s18_di_5_R.wav.csv
./wav/enterface/ENT_s19/s19_di_1_R.wav	4	17	2	0	1	0	0	./feat/RAW//s19_di_1_R.wav.csv
./wav/enterface/ENT_s19/s19_di_2_R.wav	4	17	2	0	1	0	0	./feat/RAW//s19_di_2_R.wav.csv
./wav/enterface/ENT_s19/s19_di_3_R.wav	4	17	2	0	1	0	0	./feat/RAW//s19_di_3_R.wav.csv
./wav/enterface/ENT_s19/s19_di_4_R.wav	4	17	2	0	1	0	0	./feat/RAW//s19_di_4_R.wav.csv
./wav/enterface/ENT_s19/s19_di_5_R.wav	4	17	2	0	1	0	0	./feat/RAW//s19_di_5_R.wav.csv
./wav/enterface/ENT_s20/s20_di_1_R.wav	4	18	2	0	1	0	0	./feat/RAW//s20_di_1_R.wav.csv
./wav/enterface/ENT_s20/s20_di_2_R.wav	4	18	2	0	1	0	0	./feat/RAW//s20_di_2_R.wav.csv
./wav/enterface/ENT_s20/s20_di_3_R.wav	4	18	2	0	1	0	0	./feat/RAW//s20_di_3_R.wav.csv
./wav/enterface/ENT_s20/s20_di_4_R.wav	4	18	2	0	1	0	0	./feat/RAW//s20_di_4_R.wav.csv
./wav/enterface/ENT_s20/s20_di_5_R.wav	4	18	2	0	1	0	0	./feat/RAW//s20_di_5_R.wav.csv
./wav/enterface/ENT_s21/s21_di_1_R.wav	4	19	2	0	1	0	0	./feat/RAW//s21_di_1_R.wav.csv
./wav/enterface/ENT_s21/s21_di_2_R.wav	4	19	2	0	1	0	0	./feat/RAW//s21_di_2_R.wav.csv
./wav/enterface/ENT_s21/s21_di_3_R.wav	4	19	2	0	1	0	0	./feat/RAW//s21_di_3_R.wav.csv
./wav/enterface/ENT_s21/s21_di_4_R.wav	4	19	2	0	1	0	0	./feat/RAW//s21_di_4_R.wav.csv
./wav/enterface/ENT_s21/s21_di_5_R.wav	4	19	2	0	1	0	0	./feat/RAW//s21_di_5_R.wav.csv
./wav/enterface/ENT_s22/s22_di_1_R.wav	4	20	2	0	1	0	0	./feat/RAW//s22_di_1_R.wav.csv
./wav/enterface/ENT_s22/s22_di_2_R.wav	4	20	2	0	1	0	0	./feat/RAW//s22_di_2_R.wav.csv
./wav/enterface/ENT_s22/s22_di_3_R.wav	4	20	2	0	1	0	0	./feat/RAW//s22_di_3_R.wav.csv
./wav/enterface/ENT_s22/s22_di_4_R.wav	4	20	2	0	1	0	0	./feat/RAW//s22_di_4_R.wav.csv
./wav/enterface/ENT_s22/s22_di_5_R.wav	4	20	2	0	1	0	0	./feat/RAW//s22_di_5_R.wav.csv
./wav/enterface/ENT_s23/s23_di_1_R.wav	4	21	2	0	1	0	0	./feat/RAW//s23_di_1_R.wav.csv
./wav/enterface/ENT_s23/s23_di_2_R.wav	4	21	2	0	1	0	0	./feat/RAW//s23_di_2_R.wav.csv
./wav/enterface/ENT_s23/s23_di_3_R.wav	4	21	2	0	1	0	0	./feat/RAW//s23_di_3_R.wav.csv
./wav/enterface/ENT_s23/s23_di_4_R.wav	4	21	2	0	1	0	0	./feat/RAW//s23_di_4_R.wav.csv
./wav/enterface/ENT_s23/s23_di_5_R.wav	4	21	2	0	1	0	0	./feat/RAW//s23_di_5_R.wav.csv
./wav/enterface/ENT_s24/s24_di_1_R.wav	4	22	2	0	1	0	0	./feat/RAW//s24_di_1_R.wav.csv
./wav/enterface/ENT_s24/s24_di_2_R.wav	4	22	2	0	1	0	0	./feat/RAW//s24_di_2_R.wav.csv
./wav/enterface/ENT_s24/s24_di_3_R.wav	4	22	2	0	1	0	0	./feat/RAW//s24_di_3_R.wav.csv
./wav/enterface/ENT_s24/s24_di_4_R.wav	4	22	2	0	1	0	0	./feat/RAW//s24_di_4_R.wav.csv
./wav/enterface/ENT_s24/s24_di_5_R.wav	4	22	2	0	1	0	0	./feat/RAW//s24_di_5_R.wav.csv
./wav/enterface/ENT_s25/s25_di_1_R.wav	4	23	2	0	1	0	0	./feat/RAW//s25_di_1_R.wav.csv
./wav/enterface/ENT_s25/s25_di_2_R.wav	4	23	2	0	1	0	0	./feat/RAW//s25_di_2_R.wav.csv
./wav/enterface/ENT_s25/s25_di_3_R.wav	4	23	2	0	1	0	0	./feat/RAW//s25_di_3_R.wav.csv
./wav/enterface/ENT_s25/s25_di_4_R.wav	4	23	2	0	1	0	0	./feat/RAW//s25_di_4_R.wav.csv
./wav/enterface/ENT_s25/s25_di_5_R.wav	4	23	2	0	1	0	0	./feat/RAW//s25_di_5_R.wav.csv
./wav/enterface/ENT_s26/s26_di_1_R.wav	4	24	2	1	1	0	0	./feat/RAW//s26_di_1_R.wav.csv
./wav/enterface/ENT_s26/s26_di_2_R.wav	4	24	2	1	1	0	0	./feat/RAW//s26_di_2_R.wav.csv
./wav/enterface/ENT_s26/s26_di_3_R.wav	4	24	2	1	1	0	0	./feat/RAW//s26_di_3_R.wav.csv
./wav/enterface/ENT_s26/s26_di_4_R.wav	4	24	2	1	1	0	0	./feat/RAW//s26_di_4_R.wav.csv
./wav/enterface/ENT_s26/s26_di_5_R.wav	4	24	2	1	1	0	0	./feat/RAW//s26_di_5_R.wav.csv
./wav/enterface/ENT_s27/s27_di_1_R.wav	4	25	2	0	1	0	0	./feat/RAW//s27_di_1_R.wav.csv
./wav/enterface/ENT_s27/s27_di_2_R.wav	4	25	2	0	1	0	0	./feat/RAW//s27_di_2_R.wav.csv
./wav/enterface/ENT_s27/s27_di_3_R.wav	4	25	2	0	1	0	0	./feat/RAW//s27_di_3_R.wav.csv
./wav/enterface/ENT_s27/s27_di_4_R.wav	4	25	2	0	1	0	0	./feat/RAW//s27_di_4_R.wav.csv
./wav/enterface/ENT_s27/s27_di_5_R.wav	4	25	2	0	1	0	0	./feat/RAW//s27_di_5_R.wav.csv
./wav/enterface/ENT_s28/s28_di_1_R.wav	4	26	2	1	1	0	0	./feat/RAW//s28_di_1_R.wav.csv
./wav/enterface/ENT_s28/s28_di_2_R.wav	4	26	2	1	1	0	0	./feat/RAW//s28_di_2_R.wav.csv
./wav/enterface/ENT_s28/s28_di_3_R.wav	4	26	2	1	1	0	0	./feat/RAW//s28_di_3_R.wav.csv
./wav/enterface/ENT_s28/s28_di_4_R.wav	4	26	2	1	1	0	0	./feat/RAW//s28_di_4_R.wav.csv
./wav/enterface/ENT_s28/s28_di_5_R.wav	4	26	2	1	1	0	0	./feat/RAW//s28_di_5_R.wav.csv
./wav/enterface/ENT_s29/s29_di_1_R.wav	4	27	2	1	1	0	0	./feat/RAW//s29_di_1_R.wav.csv
./wav/enterface/ENT_s29/s29_di_2_R.wav	4	27	2	1	1	0	0	./feat/RAW//s29_di_2_R.wav.csv
./wav/enterface/ENT_s29/s29_di_3_R.wav	4	27	2	1	1	0	0	./feat/RAW//s29_di_3_R.wav.csv
./wav/enterface/ENT_s29/s29_di_4_R.wav	4	27	2	1	1	0	0	./feat/RAW//s29_di_4_R.wav.csv
./wav/enterface/ENT_s29/s29_di_5_R.wav	4	27	2	1	1	0	0	./feat/RAW//s29_di_5_R.wav.csv
./wav/enterface/ENT_s30/s30_di_1_R.wav	4	28	2	0	1	0	0	./feat/RAW//s30_di_1_R.wav.csv
./wav/enterface/ENT_s30/s30_di_2_R.wav	4	28	2	0	1	0	0	./feat/RAW//s30_di_2_R.wav.csv
./wav/enterface/ENT_s30/s30_di_3_R.wav	4	28	2	0	1	0	0	./feat/RAW//s30_di_3_R.wav.csv
./wav/enterface/ENT_s30/s30_di_4_R.wav	4	28	2	0	1	0	0	./feat/RAW//s30_di_4_R.wav.csv
./wav/enterface/ENT_s30/s30_di_5_R.wav	4	28	2	0	1	0	0	./feat/RAW//s30_di_5_R.wav.csv
./wav/enterface/ENT_s31/s31_di_1_R.wav	4	29	2	1	1	0	0	./feat/RAW//s31_di_1_R.wav.csv
./wav/enterface/ENT_s31/s31_di_2_R.wav	4	29	2	1	1	0	0	./feat/RAW//s31_di_2_R.wav.csv
./wav/enterface/ENT_s31/s31_di_3_R.wav	4	29	2	1	1	0	0	./feat/RAW//s31_di_3_R.wav.csv
./wav/enterface/ENT_s31/s31_di_4_R.wav	4	29	2	1	1	0	0	./feat/RAW//s31_di_4_R.wav.csv
./wav/enterface/ENT_s31/s31_di_5_R.wav	4	29	2	1	1	0	0	./feat/RAW//s31_di_5_R.wav.csv
./wav/enterface/ENT_s32/s32_di_1_R.wav	4	30	2	0	1	0	0	./feat/RAW//s32_di_1_R.wav.csv
./wav/enterface/ENT_s32/s32_di_2_R.wav	4	30	2	0	1	0	0	./feat/RAW//s32_di_2_R.wav.csv
./wav/enterface/ENT_s32/s32_di_3_R.wav	4	30	2	0	1	0	0	./feat/RAW//s32_di_3_R.wav.csv
./wav/enterface/ENT_s32/s32_di_4_R.wav	4	30	2	0	1	0	0	./feat/RAW//s32_di_4_R.wav.csv
./wav/enterface/ENT_s32/s32_di_5_R.wav	4	30	2	0	1	0	0	./feat/RAW//s32_di_5_R.wav.csv
./wav/enterface/ENT_s33/s33_di_1_R.wav	4	31	2	1	1	0	0	./feat/RAW//s33_di_1_R.wav.csv
./wav/enterface/ENT_s33/s33_di_2_R.wav	4	31	2	1	1	0	0	./feat/RAW//s33_di_2_R.wav.csv
./wav/enterface/ENT_s33/s33_di_3_R.wav	4	31	2	1	1	0	0	./feat/RAW//s33_di_3_R.wav.csv
./wav/enterface/ENT_s33/s33_di_4_R.wav	4	31	2	1	1	0	0	./feat/RAW//s33_di_4_R.wav.csv
./wav/enterface/ENT_s33/s33_di_5_R.wav	4	31	2	1	1	0	0	./feat/RAW//s33_di_5_R.wav.csv
./wav/enterface/ENT_s34/s34_di_1_R.wav	4	32	2	0	1	0	0	./feat/RAW//s34_di_1_R.wav.csv
./wav/enterface/ENT_s34/s34_di_2_R.wav	4	32	2	0	1	0	0	./feat/RAW//s34_di_2_R.wav.csv
./wav/enterface/ENT_s34/s34_di_3_R.wav	4	32	2	0	1	0	0	./feat/RAW//s34_di_3_R.wav.csv
./wav/enterface/ENT_s34/s34_di_4_R.wav	4	32	2	0	1	0	0	./feat/RAW//s34_di_4_R.wav.csv
./wav/enterface/ENT_s34/s34_di_5_R.wav	4	32	2	0	1	0	0	./feat/RAW//s34_di_5_R.wav.csv
./wav/enterface/ENT_s35/s35_di_1_R.wav	4	33	2	0	1	0	0	./feat/RAW//s35_di_1_R.wav.csv
./wav/enterface/ENT_s35/s35_di_2_R.wav	4	33	2	0	1	0	0	./feat/RAW//s35_di_2_R.wav.csv
./wav/enterface/ENT_s35/s35_di_3_R.wav	4	33	2	0	1	0	0	./feat/RAW//s35_di_3_R.wav.csv
./wav/enterface/ENT_s35/s35_di_4_R.wav	4	33	2	0	1	0	0	./feat/RAW//s35_di_4_R.wav.csv
./wav/enterface/ENT_s35/s35_di_5_R.wav	4	33	2	0	1	0	0	./feat/RAW//s35_di_5_R.wav.csv
./wav/enterface/ENT_s36/s36_di_1_R.wav	4	34	2	0	1	0	0	./feat/RAW//s36_di_1_R.wav.csv
./wav/enterface/ENT_s36/s36_di_2_R.wav	4	34	2	0	1	0	0	./feat/RAW//s36_di_2_R.wav.csv
./wav/enterface/ENT_s36/s36_di_3_R.wav	4	34	2	0	1	0	0	./feat/RAW//s36_di_3_R.wav.csv
./wav/enterface/ENT_s36/s36_di_4_R.wav	4	34	2	0	1	0	0	./feat/RAW//s36_di_4_R.wav.csv
./wav/enterface/ENT_s36/s36_di_5_R.wav	4	34	2	0	1	0	0	./feat/RAW//s36_di_5_R.wav.csv
./wav/enterface/ENT_s37/s37_di_1_R.wav	4	35	2	0	1	0	0	./feat/RAW//s37_di_1_R.wav.csv
./wav/enterface/ENT_s37/s37_di_2_R.wav	4	35	2	0	1	0	0	./feat/RAW//s37_di_2_R.wav.csv
./wav/enterface/ENT_s37/s37_di_3_R.wav	4	35	2	0	1	0	0	./feat/RAW//s37_di_3_R.wav.csv
./wav/enterface/ENT_s37/s37_di_4_R.wav	4	35	2	0	1	0	0	./feat/RAW//s37_di_4_R.wav.csv
./wav/enterface/ENT_s37/s37_di_5_R.wav	4	35	2	0	1	0	0	./feat/RAW//s37_di_5_R.wav.csv
./wav/enterface/ENT_s38/s38_di_1_R.wav	4	36	2	0	1	0	0	./feat/RAW//s38_di_1_R.wav.csv
./wav/enterface/ENT_s38/s38_di_2_R.wav	4	36	2	0	1	0	0	./feat/RAW//s38_di_2_R.wav.csv
./wav/enterface/ENT_s38/s38_di_3_R.wav	4	36	2	0	1	0	0	./feat/RAW//s38_di_3_R.wav.csv
./wav/enterface/ENT_s38/s38_di_4_R.wav	4	36	2	0	1	0	0	./feat/RAW//s38_di_4_R.wav.csv
./wav/enterface/ENT_s38/s38_di_5_R.wav	4	36	2	0	1	0	0	./feat/RAW//s38_di_5_R.wav.csv
./wav/enterface/ENT_s39/s39_di_1_R.wav	4	37	2	0	1	0	0	./feat/RAW//s39_di_1_R.wav.csv
./wav/enterface/ENT_s39/s39_di_2_R.wav	4	37	2	0	1	0	0	./feat/RAW//s39_di_2_R.wav.csv
./wav/enterface/ENT_s39/s39_di_3_R.wav	4	37	2	0	1	0	0	./feat/RAW//s39_di_3_R.wav.csv
./wav/enterface/ENT_s39/s39_di_4_R.wav	4	37	2	0	1	0	0	./feat/RAW//s39_di_4_R.wav.csv
./wav/enterface/ENT_s39/s39_di_5_R.wav	4	37	2	0	1	0	0	./feat/RAW//s39_di_5_R.wav.csv
./wav/enterface/ENT_s40/s40_di_1_R.wav	4	38	2	0	1	0	0	./feat/RAW//s40_di_1_R.wav.csv
./wav/enterface/ENT_s40/s40_di_2_R.wav	4	38	2	0	1	0	0	./feat/RAW//s40_di_2_R.wav.csv
./wav/enterface/ENT_s40/s40_di_3_R.wav	4	38	2	0	1	0	0	./feat/RAW//s40_di_3_R.wav.csv
./wav/enterface/ENT_s40/s40_di_4_R.wav	4	38	2	0	1	0	0	./feat/RAW//s40_di_4_R.wav.csv
./wav/enterface/ENT_s40/s40_di_5_R.wav	4	38	2	0	1	0	0	./feat/RAW//s40_di_5_R.wav.csv
./wav/enterface/ENT_s41/s41_di_1_R.wav	4	39	2	0	1	0	0	./feat/RAW//s41_di_1_R.wav.csv
./wav/enterface/ENT_s41/s41_di_2_R.wav	4	39	2	0	1	0	0	./feat/RAW//s41_di_2_R.wav.csv
./wav/enterface/ENT_s41/s41_di_3_R.wav	4	39	2	0	1	0	0	./feat/RAW//s41_di_3_R.wav.csv
./wav/enterface/ENT_s41/s41_di_4_R.wav	4	39	2	0	1	0	0	./feat/RAW//s41_di_4_R.wav.csv
./wav/enterface/ENT_s41/s41_di_5_R.wav	4	39	2	0	1	0	0	./feat/RAW//s41_di_5_R.wav.csv
./wav/enterface/ENT_s42/s42_di_1_R.wav	4	40	2	0	1	0	0	./feat/RAW//s42_di_1_R.wav.csv
./wav/enterface/ENT_s42/s42_di_2_R.wav	4	40	2	0	1	0	0	./feat/RAW//s42_di_2_R.wav.csv
./wav/enterface/ENT_s42/s42_di_3_R.wav	4	40	2	0	1	0	0	./feat/RAW//s42_di_3_R.wav.csv
./wav/enterface/ENT_s42/s42_di_4_R.wav	4	40	2	0	1	0	0	./feat/RAW//s42_di_4_R.wav.csv
./wav/enterface/ENT_s42/s42_di_5_R.wav	4	40	2	0	1	0	0	./feat/RAW//s42_di_5_R.wav.csv
./wav/enterface/ENT_s43/s43_di_1_R.wav	4	41	2	0	1	0	0	./feat/RAW//s43_di_1_R.wav.csv
./wav/enterface/ENT_s43/s43_di_2_R.wav	4	41	2	0	1	0	0	./feat/RAW//s43_di_2_R.wav.csv
./wav/enterface/ENT_s43/s43_di_3_R.wav	4	41	2	0	1	0	0	./feat/RAW//s43_di_3_R.wav.csv
./wav/enterface/ENT_s43/s43_di_4_R.wav	4	41	2	0	1	0	0	./feat/RAW//s43_di_4_R.wav.csv
./wav/enterface/ENT_s43/s43_di_5_R.wav	4	41	2	0	1	0	0	./feat/RAW//s43_di_5_R.wav.csv
./wav/enterface/ENT_s44/s44_di_1_R.wav	4	42	2	1	1	0	0	./feat/RAW//s44_di_1_R.wav.csv
./wav/enterface/ENT_s44/s44_di_2_R.wav	4	42	2	1	1	0	0	./feat/RAW//s44_di_2_R.wav.csv
./wav/enterface/ENT_s44/s44_di_3_R.wav	4	42	2	1	1	0	0	./feat/RAW//s44_di_3_R.wav.csv
./wav/enterface/ENT_s44/s44_di_4_R.wav	4	42	2	1	1	0	0	./feat/RAW//s44_di_4_R.wav.csv
./wav/enterface/ENT_s44/s44_di_5_R.wav	4	42	2	1	1	0	0	./feat/RAW//s44_di_5_R.wav.csv
./wav/enterface/ENT_s01/s1_fe_1_R.wav	7	0	2	0	1	2	0	./feat/RAW//s1_fe_1_R.wav.csv
./wav/enterface/ENT_s01/s1_fe_2_R.wav	7	0	2	0	1	2	0	./feat/RAW//s1_fe_2_R.wav.csv
./wav/enterface/ENT_s01/s1_fe_3_R.wav	7	0	2	0	1	2	0	./feat/RAW//s1_fe_3_R.wav.csv
./wav/enterface/ENT_s01/s1_fe_4_R.wav	7	0	2	0	1	2	0	./feat/RAW//s1_fe_4_R.wav.csv
./wav/enterface/ENT_s01/s1_fe_5_R.wav	7	0	2	0	1	2	0	./feat/RAW//s1_fe_5_R.wav.csv
./wav/enterface/ENT_s02/s2_fe_1_R.wav	7	1	2	0	1	2	0	./feat/RAW//s2_fe_1_R.wav.csv
./wav/enterface/ENT_s02/s2_fe_2_R.wav	7	1	2	0	1	2	0	./feat/RAW//s2_fe_2_R.wav.csv
./wav/enterface/ENT_s02/s2_fe_3_R.wav	7	1	2	0	1	2	0	./feat/RAW//s2_fe_3_R.wav.csv
./wav/enterface/ENT_s02/s2_fe_4_R.wav	7	1	2	0	1	2	0	./feat/RAW//s2_fe_4_R.wav.csv
./wav/enterface/ENT_s02/s2_fe_5_R.wav	7	1	2	0	1	2	0	./feat/RAW//s2_fe_5_R.wav.csv
./wav/enterface/ENT_s03/s3_fe_1_R.wav	7	2	2	0	1	2	0	./feat/RAW//s3_fe_1_R.wav.csv
./wav/enterface/ENT_s03/s3_fe_2_R.wav	7	2	2	0	1	2	0	./feat/RAW//s3_fe_2_R.wav.csv
